,A,aug,sep,oct,s_bar,sq1,sq2,sq3,num,final
798,22361,0.292285253238629,0.244219050288215,0,0.178834767842281,0.0128710126366669,0.00427510439096963,0.0319818741892027,0.0163759970722797,0.0915705445303684
799,22362,0.292285253238629,0.244219050288215,0,0.178834767842281,0.0128710126366669,0.00427510439096963,0.0319818741892027,0.0163759970722797,0.0915705445303684
800,22363,0.292285253238629,0.244219050288215,0,0.178834767842281,0.0128710126366669,0.00427510439096963,0.0319818741892027,0.0163759970722797,0.0915705445303684
801,22364,0.292285253238629,0.244219050288215,0,0.178834767842281,0.0128710126366669,0.00427510439096963,0.0319818741892027,0.0163759970722797,0.0915705445303684
802,22365,0.292285253238629,0.244219050288215,0,0.178834767842281,0.0128710126366669,0.00427510439096963,0.0319818741892027,0.0163759970722797,0.0915705445303684
803,22366,0.292285253238629,0.244219050288215,0,0.178834767842281,0.0128710126366669,0.00427510439096963,0.0319818741892027,0.0163759970722797,0.0915705445303684
804,22367,0.292285253238629,0.244219050288215,0,0.178834767842281,0.0128710126366669,0.00427510439096963,0.0319818741892027,0.0163759970722797,0.0915705445303684
805,22368,0.292285253238629,0.244219050288215,0,0.178834767842281,0.0128710126366669,0.00427510439096963,0.0319818741892027,0.0163759970722797,0.0915705445303684
806,22369,0.292285253238629,0.244219050288215,0,0.178834767842281,0.0128710126366669,0.00427510439096963,0.0319818741892027,0.0163759970722797,0.0915705445303684
807,22370,0.292285253238629,0.244219050288215,0,0.178834767842281,0.0128710126366669,0.00427510439096963,0.0319818741892027,0.0163759970722797,0.0915705445303684
808,22371,0.292285253238629,0.244219050288215,0,0.178834767842281,0.0128710126366669,0.00427510439096963,0.0319818741892027,0.0163759970722797,0.0915705445303684
809,22372,0.292285253238629,0.244219050288215,0,0.178834767842281,0.0128710126366669,0.00427510439096963,0.0319818741892027,0.0163759970722797,0.0915705445303684
810,22373,0.292285253238629,0.244219050288215,0,0.178834767842281,0.0128710126366669,0.00427510439096963,0.0319818741892027,0.0163759970722797,0.0915705445303684
811,22374,0.292285253238629,0.244219050288215,0,0.178834767842281,0.0128710126366669,0.00427510439096963,0.0319818741892027,0.0163759970722797,0.0915705445303684
812,22375,0.292285253238629,0.244219050288215,0,0.178834767842281,0.0128710126366669,0.00427510439096963,0.0319818741892027,0.0163759970722797,0.0915705445303684
813,22376,0.292285253238629,0.244219050288215,0,0.178834767842281,0.0128710126366669,0.00427510439096963,0.0319818741892027,0.0163759970722797,0.0915705445303684
814,22377,0.292285253238629,0.244219050288215,0,0.178834767842281,0.0128710126366669,0.00427510439096963,0.0319818741892027,0.0163759970722797,0.0915705445303684
815,22378,0.292285253238629,0.244219050288215,0,0.178834767842281,0.0128710126366669,0.00427510439096963,0.0319818741892027,0.0163759970722797,0.0915705445303684
816,22379,0.292285253238629,0.244219050288215,0,0.178834767842281,0.0128710126366669,0.00427510439096963,0.0319818741892027,0.0163759970722797,0.0915705445303684
817,22380,0.292285253238629,0.244219050288215,0,0.178834767842281,0.0128710126366669,0.00427510439096963,0.0319818741892027,0.0163759970722797,0.0915705445303684
818,22381,0.292285253238629,0.244219050288215,0,0.178834767842281,0.0128710126366669,0.00427510439096963,0.0319818741892027,0.0163759970722797,0.0915705445303684
819,22382,0.292285253238629,0.244219050288215,0,0.178834767842281,0.0128710126366669,0.00427510439096963,0.0319818741892027,0.0163759970722797,0.0915705445303684
820,22383,0.292285253238629,0.244219050288215,0,0.178834767842281,0.0128710126366669,0.00427510439096963,0.0319818741892027,0.0163759970722797,0.0915705445303684
821,22384,0.292285253238629,0.244219050288215,0,0.178834767842281,0.0128710126366669,0.00427510439096963,0.0319818741892027,0.0163759970722797,0.0915705445303684
822,22385,0.292285253238629,0.244219050288215,0,0.178834767842281,0.0128710126366669,0.00427510439096963,0.0319818741892027,0.0163759970722797,0.0915705445303684
823,22386,0.292285253238629,0.244219050288215,0,0.178834767842281,0.0128710126366669,0.00427510439096963,0.0319818741892027,0.0163759970722797,0.0915705445303684
824,22387,0.292285253238629,0.244219050288215,0,0.178834767842281,0.0128710126366669,0.00427510439096963,0.0319818741892027,0.0163759970722797,0.0915705445303684
825,22388,0.292285253238629,0.244219050288215,0,0.178834767842281,0.0128710126366669,0.00427510439096963,0.0319818741892027,0.0163759970722797,0.0915705445303684
826,22389,0.292285253238629,0.244219050288215,0,0.178834767842281,0.0128710126366669,0.00427510439096963,0.0319818741892027,0.0163759970722797,0.0915705445303684
827,22390,0.292285253238629,0.244219050288215,0,0.178834767842281,0.0128710126366669,0.00427510439096963,0.0319818741892027,0.0163759970722797,0.0915705445303684
828,22391,0.292285253238629,0.244219050288215,0,0.178834767842281,0.0128710126366669,0.00427510439096963,0.0319818741892027,0.0163759970722797,0.0915705445303684
829,22392,0.292285253238629,0.244219050288215,0,0.178834767842281,0.0128710126366669,0.00427510439096963,0.0319818741892027,0.0163759970722797,0.0915705445303684
830,22393,0.292285253238629,0.244219050288215,0,0.178834767842281,0.0128710126366669,0.00427510439096963,0.0319818741892027,0.0163759970722797,0.0915705445303684
831,22394,0.292285253238629,0.244219050288215,0,0.178834767842281,0.0128710126366669,0.00427510439096963,0.0319818741892027,0.0163759970722797,0.0915705445303684
832,22395,0.292285253238629,0.244219050288215,0,0.178834767842281,0.0128710126366669,0.00427510439096963,0.0319818741892027,0.0163759970722797,0.0915705445303684
833,22396,0.292285253238629,0.244219050288215,0,0.178834767842281,0.0128710126366669,0.00427510439096963,0.0319818741892027,0.0163759970722797,0.0915705445303684
834,22397,0.292285253238629,0.244219050288215,0,0.178834767842281,0.0128710126366669,0.00427510439096963,0.0319818741892027,0.0163759970722797,0.0915705445303684
835,22398,0.292285253238629,0.244219050288215,0,0.178834767842281,0.0128710126366669,0.00427510439096963,0.0319818741892027,0.0163759970722797,0.0915705445303684
836,22399,0.292285253238629,0.244219050288215,0,0.178834767842281,0.0128710126366669,0.00427510439096963,0.0319818741892027,0.0163759970722797,0.0915705445303684
837,22400,0.292285253238629,0.244219050288215,0,0.178834767842281,0.0128710126366669,0.00427510439096963,0.0319818741892027,0.0163759970722797,0.0915705445303684
838,22401,0.292285253238629,0.244219050288215,0,0.178834767842281,0.0128710126366669,0.00427510439096963,0.0319818741892027,0.0163759970722797,0.0915705445303684
839,22402,0.292285253238629,0.244219050288215,0,0.178834767842281,0.0128710126366669,0.00427510439096963,0.0319818741892027,0.0163759970722797,0.0915705445303684
840,22403,0.292285253238629,0.244219050288215,0,0.178834767842281,0.0128710126366669,0.00427510439096963,0.0319818741892027,0.0163759970722797,0.0915705445303684
841,22404,0.292285253238629,0.244219050288215,0,0.178834767842281,0.0128710126366669,0.00427510439096963,0.0319818741892027,0.0163759970722797,0.0915705445303684
842,22405,0.292285253238629,0.244219050288215,0,0.178834767842281,0.0128710126366669,0.00427510439096963,0.0319818741892027,0.0163759970722797,0.0915705445303684
843,22406,0.292285253238629,0.244219050288215,0,0.178834767842281,0.0128710126366669,0.00427510439096963,0.0319818741892027,0.0163759970722797,0.0915705445303684
844,22407,0.292285253238629,0.244219050288215,0,0.178834767842281,0.0128710126366669,0.00427510439096963,0.0319818741892027,0.0163759970722797,0.0915705445303684
845,22408,0.292285253238629,0.244219050288215,0,0.178834767842281,0.0128710126366669,0.00427510439096963,0.0319818741892027,0.0163759970722797,0.0915705445303684
846,22409,0.292285253238629,0.244219050288215,0,0.178834767842281,0.0128710126366669,0.00427510439096963,0.0319818741892027,0.0163759970722797,0.0915705445303684
847,22410,0.292285253238629,0.244219050288215,0,0.178834767842281,0.0128710126366669,0.00427510439096963,0.0319818741892027,0.0163759970722797,0.0915705445303684
848,22411,0.292285253238629,0.244219050288215,0,0.178834767842281,0.0128710126366669,0.00427510439096963,0.0319818741892027,0.0163759970722797,0.0915705445303684
849,22412,0.292285253238629,0.244219050288215,0,0.178834767842281,0.0128710126366669,0.00427510439096963,0.0319818741892027,0.0163759970722797,0.0915705445303684
850,22413,0.292285253238629,0.244219050288215,0,0.178834767842281,0.0128710126366669,0.00427510439096963,0.0319818741892027,0.0163759970722797,0.0915705445303684
851,22414,0.292285253238629,0.244219050288215,0,0.178834767842281,0.0128710126366669,0.00427510439096963,0.0319818741892027,0.0163759970722797,0.0915705445303684
852,22415,0.292285253238629,0.244219050288215,0,0.178834767842281,0.0128710126366669,0.00427510439096963,0.0319818741892027,0.0163759970722797,0.0915705445303684
853,22416,0.217322011273649,0.244219050288215,0,0.153847020520621,0.00402907445109695,0.00816710376431483,0.0236689057230725,0.0119550279794948,0.0777072441119672
854,22417,0.292285253238629,0.244219050288215,0,0.178834767842281,0.0128710126366669,0.00427510439096963,0.0319818741892027,0.0163759970722797,0.0915705445303684
855,22418,0.292285253238629,0.244219050288215,0,0.178834767842281,0.0128710126366669,0.00427510439096963,0.0319818741892027,0.0163759970722797,0.0915705445303684
856,22419,0.292285253238629,0.244219050288215,0,0.178834767842281,0.0128710126366669,0.00427510439096963,0.0319818741892027,0.0163759970722797,0.0915705445303684
857,22420,0.292285253238629,0.244219050288215,0,0.178834767842281,0.0128710126366669,0.00427510439096963,0.0319818741892027,0.0163759970722797,0.0915705445303684
858,22421,0.292285253238629,0.244219050288215,0,0.178834767842281,0.0128710126366669,0.00427510439096963,0.0319818741892027,0.0163759970722797,0.0915705445303684
859,22422,0,0,0,0,0,0,0,0,#DIV/0!
860,22423,0,0,0,0,0,0,0,0,#DIV/0!
861,22424,0,0,0,0,0,0,0,0,#DIV/0!
862,22425,0,0,0,0,0,0,0,0,#DIV/0!
863,22426,0,0,0,0,0,0,0,0,#DIV/0!
864,22427,0,0,0,0,0,0,0,0,#DIV/0!
865,22428,0,0,0,0,0,0,0,0,#DIV/0!
866,22429,0,0,0,0,0,0,0,0,#DIV/0!
867,22430,0,0,0,0,0,0,0,0,#DIV/0!
868,22431,0,0,0,0,0,0,0,0,#DIV/0!
869,22432,0,0,0,0,0,0,0,0,#DIV/0!
870,22433,0,0,0,0,0,0,0,0,#DIV/0!
871,22434,0,0,0,0,0,0,0,0,#DIV/0!
872,22435,0,0,0,0,0,0,0,0,#DIV/0!
873,22436,0,0,0,0,0,0,0,0,#DIV/0!
874,22437,0,0,0,0,0,0,0,0,#DIV/0!
875,22438,0,0,0,0,0,0,0,0,#DIV/0!
876,22439,0,0,0,0,0,0,0,0,#DIV/0!
877,22440,0,0,0,0,0,0,0,0,#DIV/0!
878,22441,0,0,0,0,0,0,0,0,#DIV/0!
879,22442,0,0,0,0,0,0,0,0,#DIV/0!
880,22443,0,0,0,0,0,0,0,0,#DIV/0!
881,22444,0,0,0,0,0,0,0,0,#DIV/0!
882,22445,0,0,0,0,0,0,0,0,#DIV/0!
883,22446,0,0,0,0,0,0,0,0,#DIV/0!
884,22447,0,0,0,0,0,0,0,0,#DIV/0!
885,22448,0,0,0,0,0,0,0,0,#DIV/0!
886,22449,0,0,0,0,0,0,0,0,#DIV/0!
887,22450,0,0,0,0,0,0,0,0,#DIV/0!
888,22451,0,0,0,0,0,0,0,0,#DIV/0!
889,22452,0,0,0,0,0,0,0,0,#DIV/0!
890,22453,0,0,0,0,0,0,0,0,#DIV/0!
891,22454,0,0,0,0,0,0,0,0,#DIV/0!
892,22455,0,0,0,0,0,0,0,0,#DIV/0!
893,22456,0,0,0,0,0,0,0,0,#DIV/0!
894,22457,0,0,0,0,0,0,0,0,#DIV/0!
895,22458,0,0,0,0,0,0,0,0,#DIV/0!
896,22459,0,0,0,0,0,0,0,0,#DIV/0!
897,22460,0,0,0,0,0,0,0,0,#DIV/0!
898,22461,0,0,0,0,0,0,0,0,#DIV/0!
899,22462,0,0,0,0,0,0,0,0,#DIV/0!
900,22463,0,0,0,0,0,0,0,0,#DIV/0!
901,22464,0,0,0,0,0,0,0,0,#DIV/0!
902,22465,0,0,0,0,0,0,0,0,#DIV/0!
903,22466,0,0,0,0,0,0,0,0,#DIV/0!
904,22467,0,0,0,0,0,0,0,0,#DIV/0!
905,22468,0,0,0,0,0,0,0,0,#DIV/0!
906,22469,0,0,0,0,0,0,0,0,#DIV/0!
907,22470,0,0,0,0,0,0,0,0,#DIV/0!
908,22471,0,0,0,0,0,0,0,0,#DIV/0!
909,22472,0,0,0,0,0,0,0,0,#DIV/0!
910,22473,0,0,0,0,0,0,0,0,#DIV/0!
911,22474,0,0,0,0,0,0,0,0,#DIV/0!
912,22475,0,0,0,0,0,0,0,0,#DIV/0!
913,22476,0,0,0,0,0,0,0,0,#DIV/0!
914,22477,0,0,0,0,0,0,0,0,#DIV/0!
915,22478,0,0,0,0,0,0,0,0,#DIV/0!
916,22479,0,0,0,0,0,0,0,0,#DIV/0!
917,22480,0,0,0,0,0,0,0,0,#DIV/0!
918,22481,0,0,0,0,0,0,0,0,#DIV/0!
919,22482,0,0,0,0,0,0,0,0,#DIV/0!
920,22483,0,0,0,0,0,0,0,0,#DIV/0!
921,22484,0,0,0,0,0,0,0,0,#DIV/0!
922,22485,0,0,0,0,0,0,0,0,#DIV/0!
923,22486,0,0,0,0,0,0,0,0,#DIV/0!
924,22487,0,0,0,0,0,0,0,0,#DIV/0!
925,22488,0,0,0,0,0,0,0,0,#DIV/0!
926,22489,0,0,0,0,0,0,0,0,#DIV/0!
927,22490,0,0,0,0,0,0,0,0,#DIV/0!
928,22491,0,0,0,0,0,0,0,0,#DIV/0!
929,22492,0,0,0,0,0,0,0,0,#DIV/0!
930,22493,0,0,0,0,0,0,0,0,#DIV/0!
931,22494,0,0,0,0,0,0,0,0,#DIV/0!
932,22495,0,0,0,0,0,0,0,0,#DIV/0!
933,22496,0,0,0,0,0,0,0,0,#DIV/0!
934,22497,0,0,0,0,0,0,0,0,#DIV/0!
935,22498,0,0,0,0,0,0,0,0,#DIV/0!
936,22499,0,0,0,0,0,0,0,0,#DIV/0!
937,22500,0,0,0,0,0,0,0,0,#DIV/0!
938,22501,0,0,0,0,0,0,0,0,#DIV/0!
939,22502,0,0,0,0,0,0,0,0,#DIV/0!
940,22503,0,0,0,0,0,0,0,0,#DIV/0!
941,22504,0,0,0,0,0,0,0,0,#DIV/0!
942,22505,0,0,0,0,0,0,0,0,#DIV/0!
943,22506,0,0,0,0,0,0,0,0,#DIV/0!
944,22507,0,0,0,0,0,0,0,0,#DIV/0!
945,22508,0,0,0,0,0,0,0,0,#DIV/0!
946,22509,0,0,0,0,0,0,0,0,#DIV/0!
947,22510,0,0,0,0,0,0,0,0,#DIV/0!
948,22511,0,0,0,0,0,0,0,0,#DIV/0!
949,22512,0,0,0,0,0,0,0,0,#DIV/0!
950,22513,0,0,0,0,0,0,0,0,#DIV/0!
951,22514,0,0,0,0,0,0,0,0,#DIV/0!
952,22515,0,0,0,0,0,0,0,0,#DIV/0!
953,22516,0,0,0,0,0,0,0,0,#DIV/0!
954,22517,0,0,0,0,0,0,0,0,#DIV/0!
955,22518,0,0,0,0,0,0,0,0,#DIV/0!
956,22519,0,0,0,0,0,0,0,0,#DIV/0!
957,22520,0,0,0,0,0,0,0,0,#DIV/0!
958,22521,0,0,0,0,0,0,0,0,#DIV/0!
959,22522,0,0,0,0,0,0,0,0,#DIV/0!
960,22523,0,0,0,0,0,0,0,0,#DIV/0!
961,22524,0,0,0,0,0,0,0,0,#DIV/0!
962,22525,0,0,0,0,0,0,0,0,#DIV/0!
963,22526,0,0,0,0,0,0,0,0,#DIV/0!
964,22527,0,0,0,0,0,0,0,0,#DIV/0!
965,22528,0,0,0,0,0,0,0,0,#DIV/0!
966,22529,0,0,0,0,0,0,0,0,#DIV/0!
967,22530,0,0,0,0,0,0,0,0,#DIV/0!
968,22531,0,0,0,0,0,0,0,0,#DIV/0!
969,22532,0,0,0,0,0,0,0,0,#DIV/0!
970,22533,0,0,0,0,0,0,0,0,#DIV/0!
971,22534,0,0,0,0,0,0,0,0,#DIV/0!
972,22535,0,0,0,0,0,0,0,0,#DIV/0!
973,22536,0,0,0,0,0,0,0,0,#DIV/0!
974,22537,0,0,0,0,0,0,0,0,#DIV/0!
975,22538,0,0,0,0,0,0,0,0,#DIV/0!
976,22539,0,0,0,0,0,0,0,0,#DIV/0!
977,22540,0,0,0,0,0,0,0,0,#DIV/0!
978,22541,0,0,0,0,0,0,0,0,#DIV/0!
979,22542,0,0,0,0,0,0,0,0,#DIV/0!
980,22543,0,0,0,0,0,0,0,0,#DIV/0!
981,22544,0,0,0,0,0,0,0,0,#DIV/0!
982,22545,0,0,0,0,0,0,0,0,#DIV/0!
983,22546,0,0,0,0,0,0,0,0,#DIV/0!
984,22547,0,0,0,0,0,0,0,0,#DIV/0!
985,22548,0,0,0,0,0,0,0,0,#DIV/0!
986,22549,0,0,0,0,0,0,0,0,#DIV/0!
987,22550,0,0,0,0,0,0,0,0,#DIV/0!
988,22551,0,0,0,0,0,0,0,0,#DIV/0!
989,22552,0,0,0,0,0,0,0,0,#DIV/0!
990,22553,0,0,0,0,0,0,0,0,#DIV/0!
991,22554,0,0,0,0,0,0,0,0,#DIV/0!
992,22555,0,0,0,0,0,0,0,0,#DIV/0!
993,22556,0,0,0,0,0,0,0,0,#DIV/0!
994,22557,0,0,0,0,0,0,0,0,#DIV/0!
995,22558,0,0,0,0,0,0,0,0,#DIV/0!
996,22559,0,0,0,0,0,0,0,0,#DIV/0!
997,22560,0,0,0,0,0,0,0,0,#DIV/0!
998,22561,0,0,0,0,0,0,0,0,#DIV/0!
999,22562,0,0,0,0,0,0,0,0,#DIV/0!
1000,22563,0,0,0,0,0,0,0,0,#DIV/0!
1001,22564,0,0,0,0,0,0,0,0,#DIV/0!
1002,22565,0,0,0,0,0,0,0,0,#DIV/0!
1003,22566,0,0,0,0,0,0,0,0,#DIV/0!
1004,22567,0,0,0,0,0,0,0,0,#DIV/0!
1005,22568,0,0,0,0,0,0,0,0,#DIV/0!
1006,22569,0,0,0,0,0,0,0,0,#DIV/0!
1007,22570,0,0,0,0,0,0,0,0,#DIV/0!
1008,22571,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
1009,22572,0,0,0,0,0,0,0,0,#DIV/0!
1010,22573,0,0,0,0,0,0,0,0,#DIV/0!
1011,22574,0,0,0,0,0,0,0,0,#DIV/0!
1012,22575,0,0,0,0,0,0,0,0,#DIV/0!
1013,22576,0,0,0,0,0,0,0,0,#DIV/0!
1014,22577,0,0,0,0,0,0,0,0,#DIV/0!
1015,22578,0,0,0,0,0,0,0,0,#DIV/0!
1016,22579,0,0,0,0,0,0,0,0,#DIV/0!
1017,22580,0,0,0,0,0,0,0,0,#DIV/0!
1018,22581,0,0,0,0,0,0,0,0,#DIV/0!
1019,22582,0,0,0,0,0,0,0,0,#DIV/0!
1020,22583,0,0,0,0,0,0,0,0,#DIV/0!
1021,22584,0,0,0,0,0,0,0,0,#DIV/0!
1022,22585,0,0,0,0,0,0,0,0,#DIV/0!
1023,22586,0,0,0,0,0,0,0,0,#DIV/0!
1024,22587,0,0,0,0,0,0,0,0,#DIV/0!
1025,22588,0,0,0,0,0,0,0,0,#DIV/0!
1026,22589,0,0,0,0,0,0,0,0,#DIV/0!
1027,22590,0,0,0,0,0,0,0,0,#DIV/0!
1028,22591,0,0,0,0,0,0,0,0,#DIV/0!
1029,22592,0.412697251504221,0,0,0.137565750501407,0.0756973428440615,0.0189243357110154,0.0189243357110154,0.0378486714220307,0.275131501002814
1030,22593,0,0,0.151495854335375,0.0504986181117917,0.00255011043120057,0.00255011043120057,0.0102004417248023,0.00510022086240115,0.100997236223583
1031,22594,0,0,0,0,0,0,0,0,#DIV/0!
1032,22595,0,0,0,0,0,0,0,0,#DIV/0!
1033,22596,0,0,0,0,0,0,0,0,#DIV/0!
1034,22597,0,0,0,0,0,0,0,0,#DIV/0!
1035,22598,0,0,0,0,0,0,0,0,#DIV/0!
1036,22599,0,0,0,0,0,0,0,0,#DIV/0!
1037,22600,0,0,0,0,0,0,0,0,#DIV/0!
1038,22601,0,0,0,0,0,0,0,0,#DIV/0!
1039,22602,0,0,0,0,0,0,0,0,#DIV/0!
1040,22603,0,0,0,0,0,0,0,0,#DIV/0!
1041,22604,0,0,0,0,0,0,0,0,#DIV/0!
1042,22605,0,0,0,0,0,0,0,0,#DIV/0!
1043,22606,0,0,0,0,0,0,0,0,#DIV/0!
1044,22607,0,0,0,0,0,0,0,0,#DIV/0!
1045,22608,0,0,0,0,0,0,0,0,#DIV/0!
1046,22609,0,0,0,0,0,0,0,0,#DIV/0!
1047,22610,0,0,0,0,0,0,0,0,#DIV/0!
1048,22611,0,0,0,0,0,0,0,0,#DIV/0!
1049,22612,0,0,0,0,0,0,0,0,#DIV/0!
1050,22613,0,0,0,0,0,0,0,0,#DIV/0!
1051,22614,0,0,0.276434590943675,0.0921448636478917,0.00849067589668855,0.00849067589668855,0.0339627035867542,0.0169813517933771,0.184289727295783
1052,22615,0,0,0,0,0,0,0,0,#DIV/0!
1053,22616,0,0,0,0,0,0,0,0,#DIV/0!
1054,22617,0,0,0,0,0,0,0,0,#DIV/0!
1055,22618,0,0,0,0,0,0,0,0,#DIV/0!
1056,22619,0,0,0,0,0,0,0,0,#DIV/0!
1057,22620,0,0,0,0,0,0,0,0,#DIV/0!
1058,22621,0,0,0,0,0,0,0,0,#DIV/0!
1059,22622,0,0,0,0,0,0,0,0,#DIV/0!
1060,22623,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
1061,22624,0,0,0,0,0,0,0,0,#DIV/0!
1062,22625,0,0,0,0,0,0,0,0,#DIV/0!
1063,22626,0,0,0,0,0,0,0,0,#DIV/0!
1064,22627,0,0,0,0,0,0,0,0,#DIV/0!
1065,22628,0,0,0,0,0,0,0,0,#DIV/0!
1066,22629,0,0,0,0,0,0,0,0,#DIV/0!
1067,22630,0,0,0,0,0,0,0,0,#DIV/0!
1068,22631,0,0,0,0,0,0,0,0,#DIV/0!
1069,22632,0,0,0,0,0,0,0,0,#DIV/0!
1070,22633,0,0,0,0,0,0,0,0,#DIV/0!
1071,22634,0,0,0,0,0,0,0,0,#DIV/0!
1072,22635,0,0,0,0,0,0,0,0,#DIV/0!
1073,22636,0,0,0,0,0,0,0,0,#DIV/0!
1074,22637,0,0,0,0,0,0,0,0,#DIV/0!
1075,22638,0,0,0,0,0,0,0,0,#DIV/0!
1076,22639,0,0,0,0,0,0,0,0,#DIV/0!
1077,22640,0,0,0,0,0,0,0,0,#DIV/0!
1078,22641,0,0,0,0,0,0,0,0,#DIV/0!
1079,22642,0,0,0,0,0,0,0,0,#DIV/0!
1080,22643,0,0,0,0,0,0,0,0,#DIV/0!
1081,22644,0,0,0,0,0,0,0,0,#DIV/0!
1082,22645,0,0,0,0,0,0,0,0,#DIV/0!
1083,22646,0,0,0,0,0,0,0,0,#DIV/0!
1084,22647,0,0,0,0,0,0,0,0,#DIV/0!
1085,22648,0,0,0,0,0,0,0,0,#DIV/0!
1086,22649,0,0,0,0,0,0,0,0,#DIV/0!
1087,22650,0,0,0,0,0,0,0,0,#DIV/0!
1088,22651,0,0,0,0,0,0,0,0,#DIV/0!
1089,22652,0,0,0,0,0,0,0,0,#DIV/0!
1090,22653,0,0,0,0,0,0,0,0,#DIV/0!
1091,22654,0,0,0,0,0,0,0,0,#DIV/0!
1092,22655,0,0,0,0,0,0,0,0,#DIV/0!
1093,22656,0,0,0,0,0,0,0,0,#DIV/0!
1094,22657,0,0,0,0,0,0,0,0,#DIV/0!
1095,22658,0,0,0,0,0,0,0,0,#DIV/0!
1096,22659,0,0,0,0,0,0,0,0,#DIV/0!
1097,22660,0,0,0,0,0,0,0,0,#DIV/0!
1098,22661,0,0,0,0,0,0,0,0,#DIV/0!
1099,22662,0,0,0,0,0,0,0,0,#DIV/0!
1100,22663,0,0,0,0,0,0,0,0,#DIV/0!
1101,22664,0,0,0,0,0,0,0,0,#DIV/0!
1102,22665,0,0,0,0,0,0,0,0,#DIV/0!
1103,22666,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
1104,22667,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
1105,22668,0,0,0,0,0,0,0,0,#DIV/0!
1106,22669,0,0,0,0,0,0,0,0,#DIV/0!
1107,22670,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
1108,22671,0,0,0,0,0,0,0,0,#DIV/0!
1109,22672,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
1110,22673,0,0,0,0,0,0,0,0,#DIV/0!
1111,22674,0,0,0,0,0,0,0,0,#DIV/0!
1112,22675,0,0,0,0,0,0,0,0,#DIV/0!
1113,22676,0,0,0,0,0,0,0,0,#DIV/0!
1114,22677,0,0,0,0,0,0,0,0,#DIV/0!
1115,22678,0,0,0,0,0,0,0,0,#DIV/0!
1116,22679,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
1117,22680,0,0,0,0,0,0,0,0,#DIV/0!
1118,22681,0,0,0,0,0,0,0,0,#DIV/0!
1119,22682,0,0,0,0,0,0,0,0,#DIV/0!
1120,22683,0,0,0,0,0,0,0,0,#DIV/0!
1121,22684,0,0,0,0,0,0,0,0,#DIV/0!
1122,22685,0,0,0,0,0,0,0,0,#DIV/0!
1123,22686,0,0,0,0,0,0,0,0,#DIV/0!
1124,22687,0,0,0,0,0,0,0,0,#DIV/0!
1125,22688,0,0,0.276434590943675,0.0921448636478917,0.00849067589668855,0.00849067589668855,0.0339627035867542,0.0169813517933771,0.184289727295783
1126,22689,0,0,0.276434590943675,0.0921448636478917,0.00849067589668855,0.00849067589668855,0.0339627035867542,0.0169813517933771,0.184289727295783
1127,22690,0,0,0,0,0,0,0,0,#DIV/0!
1128,22691,0,0,0,0,0,0,0,0,#DIV/0!
1129,22692,0,0,0,0,0,0,0,0,#DIV/0!
1130,22693,0,0,0,0,0,0,0,0,#DIV/0!
1131,22694,0,0,0.276434590943675,0.0921448636478917,0.00849067589668855,0.00849067589668855,0.0339627035867542,0.0169813517933771,0.184289727295783
1132,22695,0,0,0,0,0,0,0,0,#DIV/0!
1133,22696,0,0,0,0,0,0,0,0,#DIV/0!
1134,22697,0,0,0,0,0,0,0,0,#DIV/0!
1135,22698,0,0,0,0,0,0,0,0,#DIV/0!
1136,22699,0,0,0,0,0,0,0,0,#DIV/0!
1137,22700,0,0,0,0,0,0,0,0,#DIV/0!
1138,22701,0,0,0.276434590943675,0.0921448636478917,0.00849067589668855,0.00849067589668855,0.0339627035867542,0.0169813517933771,0.184289727295783
1139,22702,0,0,0,0,0,0,0,0,#DIV/0!
1140,22703,0,0,0,0,0,0,0,0,#DIV/0!
1141,22704,0,0,0,0,0,0,0,0,#DIV/0!
1142,22705,0,0,0,0,0,0,0,0,#DIV/0!
1143,22706,0,0,0,0,0,0,0,0,#DIV/0!
1144,22707,0,0,0,0,0,0,0,0,#DIV/0!
1145,22708,0,0,0,0,0,0,0,0,#DIV/0!
1146,22709,0,0,0,0,0,0,0,0,#DIV/0!
1147,22710,0,0,0,0,0,0,0,0,#DIV/0!
1148,22711,0,0,0,0,0,0,0,0,#DIV/0!
1149,22712,0,0,0,0,0,0,0,0,#DIV/0!
1150,22713,0,0,0,0,0,0,0,0,#DIV/0!
1151,22714,0,0,0,0,0,0,0,0,#DIV/0!
1152,22715,0,0,0,0,0,0,0,0,#DIV/0!
1153,22716,0,0,0,0,0,0,0,0,#DIV/0!
1154,22717,0,0,0,0,0,0,0,0,#DIV/0!
